docID,sentence,subject,predicate,object,root,synonyms,level,distance
10.1107/S160053681000228X,Further consolidation of the crystal structure is accomplished by extensive O mdash H,Further consolidation of the crystal structure,accomplished by,extensive O mdash H,accomplish,"{'action', 'attain', 'fulfil', 'accomplish', 'fulfill', 'achieve', 'reach', 'execute'}",3,20,crystal:0:structure:1:further:0:consolidation,extensive:2:o:1:mdash:0:h,is,3
10.1107/S0021889803012998,Bulging of the Si111 surface was mapped out and the maximum deformation near the centre of the Si wafer was determined for a given ultrasonic power,centre of the Si wafer,determined for,given ultrasonic power,determine,"{'regulate', 'influence', 'find', 'decide', 'settle', 'learn', 'watch', 'fix', 'ascertain', 'limit', 'specify', 'see', 'set', 'mold', 'determine', 'shape'}",2,22,si:0:wafer:1:centre,give:1:ultrasonic:0:power,,4
10.1107/S0021889803012998,Simple modelling using finite differences was helpful in determining the acoustic and thermal contributions,Simple modelling,using,finite differences,use,"{'practice', 'expend', 'utilize', 'habituate', 'use', 'employ', 'apply', 'utilise'}",1,7,simple:0:model,finite:0:difference,,1
10.1107/S0021889803012998,Simple modelling using finite differences was helpful in determining the acoustic and thermal contributions,Simple modelling using finite differences,determining,acoustic and thermal contributions,determine,"{'regulate', 'influence', 'find', 'decide', 'settle', 'learn', 'watch', 'fix', 'ascertain', 'limit', 'specify', 'see', 'set', 'mold', 'determine', 'shape'}",2,32,finite:0:difference:1:simple:0:model,thermal:0:acoustic:1:contribution,,5
10.1107/S002188980301375X,The polymorphs that constitute most Portland cements have been synthesized tricalcium silicate dicalcium silicate aluminate ferrite gypsum bassanite and calcite,Portland cements,been,tricalcium silicate,be,"{'equal', 'be', 'constitute', 'comprise', 'exist', 'embody', 'represent', 'personify'}",1,23,portland:0:cement,tricalcium:0:silicate,have,3
10.1107/S002188980301375X,The polymorphs that constitute most Portland cements have been synthesized tricalcium silicate dicalcium silicate aluminate ferrite gypsum bassanite and calcite,Portland cements,synthesized,tricalcium silicate,synthesize,"{'synthesize', 'synthesise'}",1,23,portland:0:cement,tricalcium:0:silicate,,3
10.1107/S002188980301375X,The polymorphs that constitute most Portland cements have been synthesized tricalcium silicate dicalcium silicate aluminate ferrite gypsum bassanite and calcite,The polymorphs that constitute most Portland cements,been,tricalcium silicate,be,"{'equal', 'be', 'constitute', 'comprise', 'exist', 'embody', 'represent', 'personify'}",3,23,portland:0:cement:1:constitute:2:polymorph,tricalcium:0:silicate,have,3
10.1107/S002188980301375X,The polymorphs that constitute most Portland cements have been synthesized tricalcium silicate dicalcium silicate aluminate ferrite gypsum bassanite and calcite,The polymorphs that constitute most Portland cements,synthesized,tricalcium silicate,synthesize,"{'synthesize', 'synthesise'}",3,23,portland:0:cement:1:constitute:2:polymorph,tricalcium:0:silicate,,3
10.1107/S002188980301375X,Quantitative mineralogical analyses of these mixtures have been obtained by laboratory Xray powder diffraction  lambda   154 emsp14  Aring  and the Rietveld method,mineralogical analyses,been,powder diffraction,be,"{'equal', 'be', 'constitute', 'comprise', 'exist', 'embody', 'represent', 'personify'}",1,57,mineralogical:0:analysis,powder:0:diffraction,have,9
10.1107/S002188980301375X,Quantitative mineralogical analyses of these mixtures have been obtained by laboratory Xray powder diffraction  lambda   154 emsp14  Aring  and the Rietveld method,mineralogical analyses,obtained by,powder diffraction,obtain,"{'get', 'receive', 'obtain', 'prevail', 'incur'}",1,57,mineralogical:0:analysis,powder:0:diffraction,,9
10.1107/S002188980301375X,Quantitative mineralogical analyses of these mixtures have been obtained by laboratory Xray powder diffraction  lambda   154 emsp14  Aring  and the Rietveld method,Quantitative mineralogical analyses,been,powder diffraction,be,"{'equal', 'be', 'constitute', 'comprise', 'exist', 'embody', 'represent', 'personify'}",2,57,quantitative:1:mineralogical:0:analysis,powder:0:diffraction,have,9
10.1107/S002188980301375X,Quantitative mineralogical analyses of these mixtures have been obtained by laboratory Xray powder diffraction  lambda   154 emsp14  Aring  and the Rietveld method,Quantitative mineralogical analyses,obtained by,powder diffraction,obtain,"{'get', 'receive', 'obtain', 'prevail', 'incur'}",2,57,quantitative:1:mineralogical:0:analysis,powder:0:diffraction,,9
10.1107/S002188980301375X,Quantitative mineralogical analyses of these mixtures have been obtained by laboratory Xray powder diffraction  lambda   154 emsp14  Aring  and the Rietveld method,Quantitative mineralogical analyses of these mixtures,been,Rietveld method,be,"{'equal', 'be', 'constitute', 'comprise', 'exist', 'embody', 'represent', 'personify'}",3,95,mixture:2:quantitative:1:mineralogical:0:analysis,rietveld:0:method,have,14
10.1107/S002188980301375X,Quantitative mineralogical analyses of these mixtures have been obtained by laboratory Xray powder diffraction  lambda   154 emsp14  Aring  and the Rietveld method,Quantitative mineralogical analyses of these mixtures,obtained by,Rietveld method,obtain,"{'get', 'receive', 'obtain', 'prevail', 'incur'}",3,95,mixture:2:quantitative:1:mineralogical:0:analysis,rietveld:0:method,,14
10.1107/S002188980301375X,was done to determine the presence of impurity crystalline phases in the synthesized samples and to check the presence of nonnegligible amorphous phase contents,synthesized samples,check,amorphous phase,check,"{'contain', 'correspond', 'retard', 'tick', 'check', 'hold', 'moderate', 'gibe', 'control', 'agree', 'ensure', 'insure', 'curb', 'fit', 'delay', 'ascertain', 'jibe', 'match', 'assure', 'tally'}",1,44,synthesize:0:sample,amorphous:0:phase,,7
10.1107/S002188980301375X,The relative errors in the laboratory Xray analyses are of the order of 2 for the main phases and increase to approximately 5 ndash 10 for the lowcontent components,relative errors,are of,main phases,be,"{'equal', 'be', 'constitute', 'comprise', 'exist', 'embody', 'represent', 'personify'}",1,63,relative:0:error,main:0:phasis,,13
10.1107/S1744309110011942,However recent research indicates that the K12 complement of Dsb proteins is not common to all bacteria,recent research,indicates,Dsb proteins,indicate,"{'betoken', 'argue', 'point', 'bespeak', 'show', 'signal', 'indicate', 'suggest'}",1,38,recent:0:research,dsb:0:protein,,6
10.1107/S1744309110011942,However recent research indicates that the K12 complement of Dsb proteins is not common to all bacteria,recent research,indicates,complement of Dsb proteins,indicate,"{'betoken', 'argue', 'point', 'bespeak', 'show', 'signal', 'indicate', 'suggest'}",2,24,recent:0:research,dsb:0:protein:1:complement,,4
10.1107/S1744309110011942,To help to elucidate the process of oxidative folding in pathogens containing a wide repertoire of Dsb proteins Salmonella enterica serovar Typhimurium has been focused on,process of oxidative folding,containing,wide repertoire of Dsb proteins,contain,"{'contain', 'check', 'hold', 'comprise', 'curb', 'moderate', 'control', 'incorporate', 'arrest', 'carry', 'stop', 'bear'}",2,27,oxidative:0:fold:1:process,dsb:0:protein:1:wide:0:repertoire,,4
10.1107/S1744309110011942,SeDsbA SeDsbL and SeSrgA crystals diffracted to resolution limits of 155 157 and 26 emsp14  Aring  and belonged to space groups P21 P21212 and C2 respectively,SeSrgA crystals,diffracted to,resolution limits,diffract,{'diffract'},1,15,sesrga:0:crystal,resolution:0:limit,,2
10.1107/S1744309110011942,SeDsbA SeDsbL and SeSrgA crystals diffracted to resolution limits of 155 157 and 26 emsp14  Aring  and belonged to space groups P21 P21212 and C2 respectively,resolution limits,belonged to,space groups,belong,"{'dwell', 'belong', 'lie', 'consist'}",1,50,resolution:0:limit,space:0:group,,10
10.1107/S0021889878014909,Smallangle scattering curves of concentrated polymer solutions are calculated by applying the calculation of the radial distribution function of random coil molecules to the general scattering theory of the solutions,polymer solutions,calculated by,distribution function,calculate,"{'cipher', 'aim', 'compute', 'calculate', 'forecast', 'bet', 'estimate', 'cypher', 'figure', 'reckon', 'depend', 'account', 'count'}",1,58,polymer:0:solution,distribution:0:function,are,9
10.1107/S0021889878014909,Smallangle scattering curves of concentrated polymer solutions are calculated by applying the calculation of the radial distribution function of random coil molecules to the general scattering theory of the solutions,polymer solutions,applying,distribution function,apply,"{'implement', 'practice', 'utilize', 'use', 'enforce', 'employ', 'apply', 'utilise'}",1,58,polymer:0:solution,distribution:0:function,,9
10.1107/S0021889878014909,Smallangle scattering curves of concentrated polymer solutions are calculated by applying the calculation of the radial distribution function of random coil molecules to the general scattering theory of the solutions,concentrated polymer solutions,calculated by,radial distribution function,calculate,"{'cipher', 'aim', 'compute', 'calculate', 'forecast', 'bet', 'estimate', 'cypher', 'figure', 'reckon', 'depend', 'account', 'count'}",2,51,concentrate:1:polymer:0:solution,radial:1:distribution:0:function,are,8
10.1107/S0021889878014909,Smallangle scattering curves of concentrated polymer solutions are calculated by applying the calculation of the radial distribution function of random coil molecules to the general scattering theory of the solutions,concentrated polymer solutions,applying,radial distribution function,apply,"{'implement', 'practice', 'utilize', 'use', 'enforce', 'employ', 'apply', 'utilise'}",2,51,concentrate:1:polymer:0:solution,radial:1:distribution:0:function,,8
10.1107/S0021889878014909,Smallangle scattering curves of concentrated polymer solutions are calculated by applying the calculation of the radial distribution function of random coil molecules to the general scattering theory of the solutions,concentrated polymer solutions,calculated by,radial distribution function of random coil molecules,calculate,"{'cipher', 'aim', 'compute', 'calculate', 'forecast', 'bet', 'estimate', 'cypher', 'figure', 'reckon', 'depend', 'account', 'count'}",3,51,concentrate:1:polymer:0:solution,random:0:coil:1:molecule:2:radial:1:distribution:0:function,are,8
10.1107/S0021889878014909,Smallangle scattering curves of concentrated polymer solutions are calculated by applying the calculation of the radial distribution function of random coil molecules to the general scattering theory of the solutions,concentrated polymer solutions,applying,radial distribution function of random coil molecules,apply,"{'implement', 'practice', 'utilize', 'use', 'enforce', 'employ', 'apply', 'utilise'}",3,51,concentrate:1:polymer:0:solution,random:0:coil:1:molecule:2:radial:1:distribution:0:function,,8
10.1107/S0021889878013862,Crystallization of a linear polyethylene from the melt was followed in situ with the ORNL 10meter SAXS camera Hendricks 1978,linear polyethylene,followed in,SAXS camera,follow,"{'espouse', 'comply', 'adopt', 'postdate', 'follow'}",1,58,linear:0:polyethylene,saxs:0:camera,,11
10.1107/S0021889878013862,Specimens were rapidly cooled in the Xray beam in tandem birdcage furnaces from 180 deg C to temperatures between 115 and 126 deg C and scattering patterns were recorded for 30 emsp14 s in 50 emsp14 s intervals,scattering patterns,recorded for,emsp14 s intervals,record,"{'memorialise', 'memorialize', 'register', 'immortalise', 'tape', 'enter', 'read', 'record', 'commemorate', 'immortalize'}",1,37,scatter:0:pattern,s:0:interval,were,8
10.1107/S0021889878013862,Specimens were rapidly cooled in the Xray beam in tandem birdcage furnaces from 180 deg C to temperatures between 115 and 126 deg C and scattering patterns were recorded for 30 emsp14 s in 50 emsp14 s intervals,scattering patterns,recorded for,30 emsp14 s in 50 emsp14 s intervals,record,"{'memorialise', 'memorialize', 'register', 'immortalise', 'tape', 'enter', 'read', 'record', 'commemorate', 'immortalize'}",2,19,scatter:0:pattern,s:0:interval:1:s,were,3
10.1107/S0021889878013862,Because of this relatively highspeed data acquisition rate it was possible to obtain data in time periods which were short compared to the rate of change of the scattering patterns,data acquisition,obtain,time periods,obtain,"{'get', 'receive', 'obtain', 'prevail', 'incur'}",1,40,datum:0:acquisition,time:0:period,,8
10.1107/S0021889878013862,Because of this relatively highspeed data acquisition rate it was possible to obtain data in time periods which were short compared to the rate of change of the scattering patterns,data acquisition rate,obtain,time periods,obtain,"{'get', 'receive', 'obtain', 'prevail', 'incur'}",2,35,datum:0:acquisition:1:rate,time:0:period,,7
10.1107/S0021889878013862,The SAXS curves showed shapes which changed continuously during crystallization,SAXS curves,showed,shapes which changed continuously during crystallization,show,"{'reveal', 'present', 'establish', 'indicate', 'demonstrate', 'prove', 'evidence', 'express', 'testify', 'exhibit', 'point', 'depict', 'picture', 'render', 'show', 'demo', 'display', 'shew', 'evince'}",3,8,saxs:0:curve,crystallization:1:continuously:0:change:2:shape,,1
10.1107/S0021889878013862,Decreasing SAXS intensity and changing Bragg peak intensities indicate crystal thickening during cooling to room temperature,SAXS intensity,changing,Bragg peak,change,"{'change', 'deepen', 'commute', 'alter', 'transfer', 'vary', 'convert', 'switch', 'interchange', 'modify', 'exchange'}",1,14,saxs:0:intensity,bragg:0:peak,,2
