10.1107/S160053681000228X,Further consolidation of the crystal structure is accomplished by extensive O mdash H,Further consolidation of the crystal structure,crystal:0:structure:1:further:0:consolidation,accomplished,extensive O mdash H,extensive:2:o:1:mdash:0:h,3,20,3,is
10.1107/S2052252515005163,On modern instruments the noise is partially compensated for by oversampling thanks to the fact that the angular increment in the data is small compared with that needed to describe adequately the local behaviour and features of the scattering curve,modern instruments,modern:0:instrument,is,angular increment in the data,datum:1:angular:0:increment,2,84,14,
10.1107/S2052252515005163,On modern instruments the noise is partially compensated for by oversampling thanks to the fact that the angular increment in the data is small compared with that needed to describe adequately the local behaviour and features of the scattering curve,angular increment in the data,datum:1:angular:0:increment,is,local behaviour and features of the scattering curve,scatter:0:curve:1:feature:0:local:0:behaviour,2,63,10,
10.1107/S2052252515005163,On modern instruments the noise is partially compensated for by oversampling thanks to the fact that the angular increment in the data is small compared with that needed to describe adequately the local behaviour and features of the scattering curve,angular increment in the data,datum:1:angular:0:increment,is,local behaviour and features of the scattering curve,scatter:0:curve:1:feature:0:local:0:behaviour,2,63,10,
10.1107/S2052252515005163,Given a noisy experimental data set an important question arises as to which part of the data still contains useful information and should be taken into account for the interpretation and model building,important question,important:0:question,contains,useful information,useful:0:information,1,52,10,
10.1107/S2052252515005163,Given a noisy experimental data set an important question arises as to which part of the data still contains useful information and should be taken into account for the interpretation and model building,useful information,useful:0:information,taken,interpretation and model,model:0:interpretation,1,42,8,be
10.1107/S2052252515005163,Given a noisy experimental data set an important question arises as to which part of the data still contains useful information and should be taken into account for the interpretation and model building,useful information,useful:0:information,taken,interpretation and model building,model:0:interpretation:1:build,2,42,8,be
10.1107/S2052252515005163,Here it is demonstrated that for monodisperse systems the useful experimental data range is defined by the number of meaningful Shannon channels that can be determined from the data set,data range,datum:0:range,is,Shannon channels,shannon:0:channel,1,40,7,
10.1107/S2052252515005163,Here it is demonstrated that for monodisperse systems the useful experimental data range is defined by the number of meaningful Shannon channels that can be determined from the data set,data range,datum:0:range,defined,Shannon channels,shannon:0:channel,1,40,7,is
10.1107/S2052252515005163,Here it is demonstrated that for monodisperse systems the useful experimental data range is defined by the number of meaningful Shannon channels that can be determined from the data set,data range,datum:0:range,be,Shannon channels,shannon:0:channel,1,40,7,
10.1107/S2052252515005163,Here it is demonstrated that for monodisperse systems the useful experimental data range is defined by the number of meaningful Shannon channels that can be determined from the data set,experimental data range,experimental:1:datum:0:range,is,meaningful Shannon channels,meaningful:1:shannon:0:channel,2,29,6,
10.1107/S2052252515005163,Here it is demonstrated that for monodisperse systems the useful experimental data range is defined by the number of meaningful Shannon channels that can be determined from the data set,experimental data range,experimental:1:datum:0:range,defined,meaningful Shannon channels,meaningful:1:shannon:0:channel,2,29,6,is
10.1107/S2052252515005163,Here it is demonstrated that for monodisperse systems the useful experimental data range is defined by the number of meaningful Shannon channels that can be determined from the data set,experimental data range,experimental:1:datum:0:range,be,meaningful Shannon channels,meaningful:1:shannon:0:channel,2,29,6,
10.1107/S2052252515005163,Here it is demonstrated that for monodisperse systems the useful experimental data range is defined by the number of meaningful Shannon channels that can be determined from the data set,useful experimental data range,useful:2:experimental:1:datum:0:range,is,meaningful Shannon channels that can be determined from the data set,datum:0:set:1:determine:2:meaningful:1:shannon:0:channel,3,29,6,
10.1107/S2052252515005163,Here it is demonstrated that for monodisperse systems the useful experimental data range is defined by the number of meaningful Shannon channels that can be determined from the data set,useful experimental data range,useful:2:experimental:1:datum:0:range,defined,meaningful Shannon channels that can be determined from the data set,datum:0:set:1:determine:2:meaningful:1:shannon:0:channel,3,29,6,is
10.1107/S2052252515005163,Here it is demonstrated that for monodisperse systems the useful experimental data range is defined by the number of meaningful Shannon channels that can be determined from the data set,useful experimental data range,useful:2:experimental:1:datum:0:range,be,meaningful Shannon channels that can be determined from the data set,datum:0:set:1:determine:2:meaningful:1:shannon:0:channel,3,29,6,
10.1107/S2052252515005163,An algorithm to determine this number and thus the data range is developed and it is tested on a number of simulated data sets with various noise levels and with different degrees of oversampling corresponding to typical SAXSSANS experiments,An algorithm to determine this number,numb:0:determine:1:algorithm,developed,simulated data sets,simulate:1:datum:0:set,2,70,15,is
10.1107/S2052252515005163,An algorithm to determine this number and thus the data range is developed and it is tested on a number of simulated data sets with various noise levels and with different degrees of oversampling corresponding to typical SAXSSANS experiments,An algorithm to determine this number,numb:0:determine:1:algorithm,is,simulated data sets,simulate:1:datum:0:set,2,70,15,
10.1107/S2052252515005163,An algorithm to determine this number and thus the data range is developed and it is tested on a number of simulated data sets with various noise levels and with different degrees of oversampling corresponding to typical SAXSSANS experiments,An algorithm to determine this number,numb:0:determine:1:algorithm,developed,simulated data sets with various noise levels,noise:0:level:2:simulate:1:datum:0:set,3,70,15,is
10.1107/S2052252515005163,An algorithm to determine this number and thus the data range is developed and it is tested on a number of simulated data sets with various noise levels and with different degrees of oversampling corresponding to typical SAXSSANS experiments,An algorithm to determine this number,numb:0:determine:1:algorithm,is,simulated data sets with various noise levels,noise:0:level:2:simulate:1:datum:0:set,3,70,15,
10.1107/S2053230X1501818X,Dermatophagoides farinae is one of the major house dust mite HDM species that cause allergic diseases,Dermatophagoides farinae,dermatophagoide:0:farinae,is,dust mite,dust:0:mite,1,27,6,
10.1107/S2053230X1501818X,Dermatophagoides farinae is one of the major house dust mite HDM species that cause allergic diseases,Dermatophagoides farinae,dermatophagoide:0:farinae,is,house dust mite,house:1:dust:0:mite,2,21,5,
10.1107/S2053230X1501818X,Dermatophagoides farinae is one of the major house dust mite HDM species that cause allergic diseases,Dermatophagoides farinae,dermatophagoide:0:farinae,is,major house dust mite,major:2:house:1:dust:0:mite,3,15,4,
10.1107/S2053230X1501818X,Nterminally Histagged recombinant Der emsp14 f emsp14 21 rDer emsp14 f emsp14 21 a group 21 allergen with the signal peptide truncated was successfully overexpressed in an Escherichia coli expression system,signal peptide truncated,truncate:1:signal:0:peptide,was,Escherichia coli expression,escherichia:0:coli:1:expression,2,38,5,
