subject,object,predicate,sentence,pred freq,sub freq,obj freq,distance,root,root freq,synonyms,sub term,obj term,level,doc ID
sample and detector,free parameters,does,This formalism which describes the asymmetry due to axial divergence in terms of finite sample and detector sizes does not require any free parameters and contains intrinsic corrections for the angular dependence of the peak shape,19,2,2,28,do,32,"{'make', 'act', 'execute', 'behave', 'answer', 'perform', 'do', 'suffice', 'practise', 'practice', 'cause', 'fare', 'exercise'}",detector:0:sample,free:0:parameter,1,10.1107/S0021889894004218
sample and detector,free parameters,require,This formalism which describes the asymmetry due to axial divergence in terms of finite sample and detector sizes does not require any free parameters and contains intrinsic corrections for the angular dependence of the peak shape,7,2,2,28,require,14,"{'demand', 'take', 'need', 'expect', 'postulate', 'necessitate', 'ask', 'require', 'want', 'command', 'involve', 'compel'}",detector:0:sample,free:0:parameter,1,10.1107/S0021889894004218
sample and detector sizes,angular dependence of the peak shape,does,This formalism which describes the asymmetry due to axial divergence in terms of finite sample and detector sizes does not require any free parameters and contains intrinsic corrections for the angular dependence of the peak shape,19,2,2,81,do,32,"{'make', 'act', 'execute', 'behave', 'answer', 'perform', 'do', 'suffice', 'practise', 'practice', 'cause', 'fare', 'exercise'}",detector:0:sample:1:size,peak:0:shape:1:angular:0:dependence,2,10.1107/S0021889894004218
sample and detector sizes,angular dependence of the peak shape,require,This formalism which describes the asymmetry due to axial divergence in terms of finite sample and detector sizes does not require any free parameters and contains intrinsic corrections for the angular dependence of the peak shape,7,2,2,81,require,14,"{'demand', 'take', 'need', 'expect', 'postulate', 'necessitate', 'ask', 'require', 'want', 'command', 'involve', 'compel'}",detector:0:sample:1:size,peak:0:shape:1:angular:0:dependence,2,10.1107/S0021889894004218
cryogenic cooling system,crystallographic data collection,has been,A simple lowcost and efficient openflow cryogenic cooling system has been constructed for crystallographic data collection from flashcooled protein crystals on the rotationcamera station at the Stanford Synchrotron Radiation Laboratory,95,2,2,26,be,307,"{'be', 'represent', 'equal', 'embody', 'constitute', 'personify', 'exist', 'comprise'}",cryogenic:0:cool:1:system,crystallographic:1:datum:0:collection,2,10.1107/S0021889894006357
cryogenic cooling system,crystallographic data collection,constructed for,A simple lowcost and efficient openflow cryogenic cooling system has been constructed for crystallographic data collection from flashcooled protein crystals on the rotationcamera station at the Stanford Synchrotron Radiation Laboratory,1,2,2,26,construct,5,"{'manufacture', 'construct', 'fabricate', 'retrace', 'reconstruct', 'build'}",cryogenic:0:cool:1:system,crystallographic:1:datum:0:collection,2,10.1107/S0021889894006357
crystal position,indefinite period,be maintained for,A constant temperature of less than 100 emsp14 K at the crystal position can be maintained for an indefinite period of time,2,1,1,26,maintain,7,"{'sustain', 'maintain', 'defend', 'exert', 'assert', 'wield', 'asseverate', 'conserve', 'preserve', 'keep', 'uphold', 'hold'}",crystal:0:position,indefinite:0:period,1,10.1107/S0021889894006357
less than 100 emsp14 K at the crystal position,indefinite period of time,be maintained for,A constant temperature of less than 100 emsp14 K at the crystal position can be maintained for an indefinite period of time,2,1,1,26,maintain,7,"{'sustain', 'maintain', 'defend', 'exert', 'assert', 'wield', 'asseverate', 'conserve', 'preserve', 'keep', 'uphold', 'hold'}",crystal:0:position:1:k,time:1:indefinite:0:period,2,10.1107/S0021889894006357
sample support,formation of ice,are used to,A small heater surrounding the delivery nozzle and another between the sample crystal and the sample support are used to prevent the formation of ice,4,2,2,25,use,179,"{'utilize', 'expend', 'use', 'apply', 'utilise', 'habituate', 'practice', 'employ'}",sample:0:support,ice:0:formation,1,10.1107/S0021889894006357
sample support,formation of ice,to prevent,A small heater surrounding the delivery nozzle and another between the sample crystal and the sample support are used to prevent the formation of ice,1,2,2,25,prevent,3,"{'forestall', 'keep', 'foreclose', 'forbid', 'preclude', 'prevent'}",sample:0:support,ice:0:formation,1,10.1107/S0021889894006357
filling capability,approximately one week,be run,The system includes an automatic filling capability so that the device can be run unattended for up to approximately one week,1,1,1,52,run,1,"{'work', 'go', 'course', 'lead', 'feed', 'run', 'bunk', 'function', 'campaign', 'escape', 'extend', 'operate', 'pass', 'lam', 'scarper', 'range', 'flow'}",fill:0:capability,approximately:0:week,1,10.1107/S0021889894006357
bromoacetyl group,ring system,makes,In the title compound C16H11BrO the bromoacetyl group makes an angle of 1058 emsp14 1 deg  with the anthracene ring system,20,1,2,58,make,60,"{'make', 'produce', 'induce', 'draw', 'stimulate', 'do', 'create', 'cause'}",bromoacetyl:0:group,ring:0:system,1,10.1107/S1600536807006770
crystal packing,mdash H,is consolidated by,The crystal packing is consolidated by C mdash H,4,36,121,22,consolidate,9,{'consolidate'},crystal:0:pack,mdash:0:h,1,10.1107/S1600536807006770
crystal structure,aromatic  pi  ,is stabilized by,The crystal structure is stabilized by aromatic  pi  ndash  pi  stacking and CH2 mdash H,58,68,3,18,stabilize,81,"{'stabilize', 'steady', 'stabilise', 'brace'}",crystal:0:structure,aromatic:0:pi,1,10.1107/S160053680700685X
Cl minus  ,hydrogen bonds,form,The Cl minus  anions form strong hydrogen bonds to these H atoms,20,2,18,19,form,90,"{'mould', 'forge', 'organise', 'organize', 'constitute', 'mold', 'imprint', 'spring', 'shape', 'form'}",cl:0:minus,hydrogen:0:bond,1,10.1107/S1600536807006630
Cl minus  anions,strong hydrogen bonds,form,The Cl minus  anions form strong hydrogen bonds to these H atoms,20,1,2,6,form,90,"{'mould', 'forge', 'organise', 'organize', 'constitute', 'mold', 'imprint', 'spring', 'shape', 'form'}",cl:0:minus:1:anion,strong:1:hydrogen:0:bond,2,10.1107/S1600536807006630
protein response,signaling pathways,is comprised of,The endoplasmic reticulum ER unfolded protein response UPR is comprised of several intracellular signaling pathways that alleviate ER stress,1,1,1,43,comprise,12,"{'consist', 'be', 'represent', 'incorporate', 'constitute', 'comprise', 'contain'}",protein:0:response,signal:0:pathway,1,10.1107/S0907444911006445
translation initiation,protein synthesis,inhibits,Activated PERK phosphorylates Ser51 of the  alpha subunit of translation initiation factor 2 eIF2 alpha  which inhibits initiation of protein synthesis and reduces the load of unfolded proteins entering the ER,2,1,1,51,inhibit,4,"{'inhibit', 'subdue', 'suppress', 'curb', 'conquer'}",translation:0:initiation,protein:0:synthesis,1,10.1107/S0907444911006445
protein synthesis,unfolded proteins,reduces,Activated PERK phosphorylates Ser51 of the  alpha subunit of translation initiation factor 2 eIF2 alpha  which inhibits initiation of protein synthesis and reduces the load of unfolded proteins entering the ER,2,1,1,25,reduce,6,"{'trim', 'shrink', 'cut', 'reduce'}",protein:0:synthesis,unfold:0:protein,1,10.1107/S0907444911006445
translation initiation factor,initiation of protein synthesis,inhibits,Activated PERK phosphorylates Ser51 of the  alpha subunit of translation initiation factor 2 eIF2 alpha  which inhibits initiation of protein synthesis and reduces the load of unfolded proteins entering the ER,2,1,1,30,inhibit,4,"{'inhibit', 'subdue', 'suppress', 'curb', 'conquer'}",translation:0:initiation:1:factor,protein:0:synthesis:1:initiation,2,10.1107/S0907444911006445
initiation of protein synthesis,unfolded proteins entering the ER,reduces,Activated PERK phosphorylates Ser51 of the  alpha subunit of translation initiation factor 2 eIF2 alpha  which inhibits initiation of protein synthesis and reduces the load of unfolded proteins entering the ER,2,1,1,25,reduce,6,"{'trim', 'shrink', 'cut', 'reduce'}",protein:0:synthesis:1:initiation,er:0:enter:1:unfold:0:protein,2,10.1107/S0907444911006445
kinase domain,emsp14  Aring  resolution,has been,The crystal structure of PERKs kinase domain has been determined to 28 emsp14  Aring  resolution,95,2,31,27,be,307,"{'be', 'represent', 'equal', 'embody', 'constitute', 'personify', 'exist', 'comprise'}",kinase:0:domain,aring:0:resolution,1,10.1107/S0907444911006445
kinase domain,emsp14  Aring  resolution,determined to,The crystal structure of PERKs kinase domain has been determined to 28 emsp14  Aring  resolution,10,2,31,27,determine,65,"{'limit', 'settle', 'ascertain', 'determine', 'find', 'set', 'see', 'specify', 'regulate', 'watch', 'mold', 'learn', 'fix', 'shape', 'influence', 'decide'}",kinase:0:domain,aring:0:resolution,1,10.1107/S0907444911006445
results obtained,high reproducibility,indicate,The results obtained indicate a high reproducibility of the zeroposition values with deviations of the order of the step accuracy of the angle setting,7,3,1,12,indicate,22,"{'indicate', 'show', 'bespeak', 'argue', 'signal', 'betoken', 'point', 'suggest'}",obtain:0:result,high:0:reproducibility,1,10.1107/S0021889894004267
sampling method,factorial approach,is derived from,The Pi sampling method is derived from the incomplete factorial approach to macromolecular crystallization screen design,3,1,1,32,derive,9,"{'gain', 'descend', 'deduct', 'derive', 'educe', 'infer', 'deduce'}",sample:0:method,factorial:0:approach,1,10.1107/S0907444911008754
Pi sampling method,incomplete factorial approach,is derived from,The Pi sampling method is derived from the incomplete factorial approach to macromolecular crystallization screen design,3,1,1,21,derive,9,"{'gain', 'descend', 'deduct', 'derive', 'educe', 'infer', 'deduce'}",pi:1:sample:0:method,incomplete:1:factorial:0:approach,2,10.1107/S0907444911008754
Maximally diverse conditions,nbsp concentrations of the corresponding solutions,be produced by,Maximally diverse conditions can be produced by taking into account the properties of the chemicals used in the formulation and the nbsp concentrations of the corresponding solutions,1,3,3,104,produce,14,"{'acquire', 'make', 'produce', 'raise', 'develop', 'farm', 'create', 'grow'}",maximally:0:diverse:1:condition,correspond:0:solution:1:nbsp:0:concentration,2,10.1107/S0907444911008754
Maximally diverse conditions,nbsp concentrations of the corresponding solutions,by taking into,Maximally diverse conditions can be produced by taking into account the properties of the chemicals used in the formulation and the nbsp concentrations of the corresponding solutions,1,3,3,104,take,21,"{'demand', 'conduct', 'acquire', 'take', 'postulate', 'occupy', 'read', 'necessitate', 'convey', 'ask', 'lead', 'direct', 'involve', 'need', 'assume', 'guide', 'bring', 'require', 'adopt'}",maximally:0:diverse:1:condition,correspond:0:solution:1:nbsp:0:concentration,2,10.1107/S0907444911008754
Maximally diverse conditions,nbsp concentrations of the corresponding solutions,used in,Maximally diverse conditions can be produced by taking into account the properties of the chemicals used in the formulation and the nbsp concentrations of the corresponding solutions,6,3,3,104,use,179,"{'utilize', 'expend', 'use', 'apply', 'utilise', 'habituate', 'practice', 'employ'}",maximally:0:diverse:1:condition,correspond:0:solution:1:nbsp:0:concentration,2,10.1107/S0907444911008754
flexibility and efficiency,soluble proteins,is demonstrated by,The flexibility and efficiency of Pi sampling is demonstrated by the crystallization of soluble proteins and of nbsp an integral membraneprotein sample,2,1,1,58,demonstrate,9,"{'certify', 'demo', 'prove', 'show', 'manifest', 'march', 'establish', 'attest', 'shew', 'evidence', 'demonstrate', 'present', 'exhibit'}",efficiency:0:flexibility,soluble:0:protein,1,10.1107/S0907444911008754
flexibility and efficiency of Pi sampling,crystallization of soluble proteins,is demonstrated by,The flexibility and efficiency of Pi sampling is demonstrated by the crystallization of soluble proteins and of nbsp an integral membraneprotein sample,2,1,1,24,demonstrate,9,"{'certify', 'demo', 'prove', 'show', 'manifest', 'march', 'establish', 'attest', 'shew', 'evidence', 'demonstrate', 'present', 'exhibit'}",pi:0:sample:1:efficiency:0:flexibility,soluble:0:protein:1:crystallization,2,10.1107/S0907444911008754
Two ester molecules,N mdash H,are connected by,Two ester molecules are connected by intermolecular N mdash H,8,1,16,33,connect,34,"{'relate', 'associate', 'colligate', 'join', 'unite', 'tie', 'link', 'connect'}",two:1:ester:0:molecule,n:1:mdash:0:h,2,10.1107/S1600536807007921
