subject,object,predicate,sentence,pred freq,sub freq,obj freq,char dist,word dist,stem,stem freq,synonyms,pred term,sub term,obj term,level,doc ID,changes
Initial phases,molecular replacement,were determined by,Initial phases were determined by molecular replacement,26,6,6,20,3,determine,108,"{'ascertain', 'limit', 'decide', 'influence', 'see', 'determine', 'watch', 'mold', 'set', 'shape', 'learn', 'fix', 'specify', 'find', 'settle', 'regulate'}",were:0:determined by,initial:0:phasis,molecular:0:replacement,1,10.1107/S0907444996012991,"conjugated with: were, postfix: by"
limited number,serine hydroxyl,are known to,Only a limited number of general serine protease inhibitors are known to inhibit D most of which covalently bind to the serine hydroxyl of the catalytic triad,3,2,3,99,17,know,6,"{'hump', 'experience', 'bonk', 'bang', 'know', 'recognise', 'eff', 'jazz', 'love', 'cognize', 'bed', 'fuck', 'screw', 'live', 'recognize', 'acknowledge'}",are:0:known to,limit:0:numb,serine:0:hydroxyl,1,10.1107/S0907444996012991,"conjugated with: are, postfix: to"
limited number,serine hydroxyl,to inhibit,Only a limited number of general serine protease inhibitors are known to inhibit D most of which covalently bind to the serine hydroxyl of the catalytic triad,4,2,3,99,17,inhibit,6,"{'suppress', 'curb', 'conquer', 'subdue', 'inhibit'}",to inhibit,limit:0:numb,serine:0:hydroxyl,1,10.1107/S0907444996012991,prefix: to
serine protease inhibitors,serine hydroxyl of the catalytic triad,are known to,Only a limited number of general serine protease inhibitors are known to inhibit D most of which covalently bind to the serine hydroxyl of the catalytic triad,3,2,4,61,12,know,6,"{'hump', 'experience', 'bonk', 'bang', 'know', 'recognise', 'eff', 'jazz', 'love', 'cognize', 'bed', 'fuck', 'screw', 'live', 'recognize', 'acknowledge'}",are:0:known to,serine:0:protease:1:inhibitor,catalytic:0:triad:1:serine:0:hydroxyl,2,10.1107/S0907444996012991,"conjugated with: are, postfix: to"
serine protease inhibitors,serine hydroxyl of the catalytic triad,to inhibit,Only a limited number of general serine protease inhibitors are known to inhibit D most of which covalently bind to the serine hydroxyl of the catalytic triad,4,2,4,61,12,inhibit,6,"{'suppress', 'curb', 'conquer', 'subdue', 'inhibit'}",to inhibit,serine:0:protease:1:inhibitor,catalytic:0:triad:1:serine:0:hydroxyl,2,10.1107/S0907444996012991,prefix: to
general serine protease inhibitors,serine hydroxyl of the catalytic triad,are known to,Only a limited number of general serine protease inhibitors are known to inhibit D most of which covalently bind to the serine hydroxyl of the catalytic triad,3,2,4,61,12,know,6,"{'hump', 'experience', 'bonk', 'bang', 'know', 'recognise', 'eff', 'jazz', 'love', 'cognize', 'bed', 'fuck', 'screw', 'live', 'recognize', 'acknowledge'}",are:0:known to,general:2:serine:0:protease:1:inhibitor,catalytic:0:triad:1:serine:0:hydroxyl,3,10.1107/S0907444996012991,"conjugated with: are, postfix: to"
general serine protease inhibitors,serine hydroxyl of the catalytic triad,to inhibit,Only a limited number of general serine protease inhibitors are known to inhibit D most of which covalently bind to the serine hydroxyl of the catalytic triad,4,2,4,61,12,inhibit,6,"{'suppress', 'curb', 'conquer', 'subdue', 'inhibit'}",to inhibit,general:2:serine:0:protease:1:inhibitor,catalytic:0:triad:1:serine:0:hydroxyl,3,10.1107/S0907444996012991,prefix: to
One region,D and trypsin,is conserved between,One region of the active site is conserved between D and trypsin with respect to aminoacid sequence and to conformation,2,1,2,41,7,conserve,3,"{'economize', 'maintain', 'preserve', 'husband', 'conserve', 'economise'}",is:0:conserved between,one:0:region,trypsin:0:d,1,10.1107/S0907444996012991,"conjugated with: is, postfix: between"
One region of the active site,D and trypsin,is conserved between,One region of the active site is conserved between D and trypsin with respect to aminoacid sequence and to conformation,2,1,2,22,3,conserve,3,"{'economize', 'maintain', 'preserve', 'husband', 'conserve', 'economise'}",is:0:conserved between,active:0:site:1:one:0:region,trypsin:0:d,2,10.1107/S0907444996012991,"conjugated with: is, postfix: between"
histidine residue,triad arrangement,is observed in,The activesite histidine residue is observed in the gauche conformation not the normal gauche minus  orientation seen in the classic catalytic triad arrangement required for enzymatic activity in serine proteases,14,2,1,111,17,observe,44,"{'observe', 'keep', 'mention', 'detect', 'respect', 'notice', 'watch', 'honour', 'remark', 'note', 'find', 'honor', 'discover', 'celebrate'}",is:0:observed in,histidine:0:residue,triad:0:arrangement,1,10.1107/S0907444996012991,"conjugated with: is, postfix: in"
histidine residue,catalytic triad arrangement,is observed in,The activesite histidine residue is observed in the gauche conformation not the normal gauche minus  orientation seen in the classic catalytic triad arrangement required for enzymatic activity in serine proteases,14,2,1,101,16,observe,44,"{'observe', 'keep', 'mention', 'detect', 'respect', 'notice', 'watch', 'honour', 'remark', 'note', 'find', 'honor', 'discover', 'celebrate'}",is:0:observed in,histidine:0:residue,catalytic:1:triad:0:arrangement,2,10.1107/S0907444996012991,"conjugated with: is, postfix: in"
D adduct,fundamental insights,have provided,Comparisons of the active sites between native D the DIPD adduct and DIPinhibited trypsin have provided fundamental insights currently being employed in the design of novel smallmolecule pharmaceutical agents capable of modulating the alternative complement pathway,26,1,1,40,5,provide,64,"{'cater', 'furnish', 'supply', 'ply', 'provide', 'render', 'leave', 'allow'}",have:0:provided,d:0:adduct,fundamental:0:insight,1,10.1107/S1600536812003406,conjugated with: have
fundamental insights,alternative complement,being,Comparisons of the active sites between native D the DIPD adduct and DIPinhibited trypsin have provided fundamental insights currently being employed in the design of novel smallmolecule pharmaceutical agents capable of modulating the alternative complement pathway,21,2,1,111,15,be,301,"{'comprise', 'represent', 'be', 'personify', 'exist', 'constitute', 'embody', 'equal'}",being,fundamental:0:insight,alternative:0:complement,1,10.1107/S1600536812003406,
fundamental insights,alternative complement pathway,being,Comparisons of the active sites between native D the DIPD adduct and DIPinhibited trypsin have provided fundamental insights currently being employed in the design of novel smallmolecule pharmaceutical agents capable of modulating the alternative complement pathway,21,2,1,111,15,be,301,"{'comprise', 'represent', 'be', 'personify', 'exist', 'constitute', 'embody', 'equal'}",being,fundamental:0:insight,alternative:0:complement:1:pathway,2,10.1107/S1600536812003406,
middot C6H4O8S22 minus,center of inversion,lies on,In the crystal of the title salt 2C2H8N middot C6H4O8S22 minus  the anion lies on a center of inversion,26,1,4,22,5,lie,58,"{'lie', 'rest', 'dwell', 'consist', 'belong'}",lies on,middot:0:minus,inversion:0:center,1,10.1107/S1600536812003406,postfix: on
Statistical methods,sin thetas,are used to,Statistical methods are used to derive an expression for the average Xray diffraction intensity as a function of sin thetas  lambda  of crystals with an incommensurate onedimensional modulation,59,2,2,94,16,use,319,"{'utilise', 'use', 'habituate', 'apply', 'employ', 'practice', 'expend', 'utilize'}",are:0:used to,statistical:0:method,sin:0:theta,1,10.1107/S0108767394003648,"conjugated with: are, postfix: to"
Statistical methods,sin thetas,to derive,Statistical methods are used to derive an expression for the average Xray diffraction intensity as a function of sin thetas  lambda  of crystals with an incommensurate onedimensional modulation,1,2,2,94,16,derive,15,"{'deduct', 'descend', 'infer', 'gain', 'educe', 'derive', 'deduce'}",to derive,statistical:0:method,sin:0:theta,1,10.1107/S0108767394003648,prefix: to
atomic modulation,Fourier series,are given by,The atomic modulation functions are given by truncated Fourier series that may contain higherorder harmonics,7,1,1,34,5,give,80,"{'have', 'yield', 'gift', 'pay', 'give', 'hold', 'afford', 'throw', 'present'}",are:0:given by,atomic:0:modulation,fourier:0:series,1,10.1107/S0108767394003648,"conjugated with: are, postfix: by"
atomic modulation functions,truncated Fourier series,are given by,The atomic modulation functions are given by truncated Fourier series that may contain higherorder harmonics,7,1,1,14,3,give,80,"{'have', 'yield', 'gift', 'pay', 'give', 'hold', 'afford', 'throw', 'present'}",are:0:given by,atomic:0:modulation:1:function,truncate:1:fourier:0:series,2,10.1107/S0108767394003648,"conjugated with: are, postfix: by"
individual atoms,overall modulation,is taken into,The modulation of individual atoms is taken into account by the introduction of overall modulation amplitudes,6,1,1,46,8,take,28,"{'demand', 'guide', 'need', 'convey', 'involve', 'take', 'postulate', 'require', 'ask', 'conduct', 'adopt', 'direct', 'assume', 'necessitate', 'occupy', 'lead', 'read', 'acquire', 'bring'}",is:0:taken into,individual:0:atom,overall:0:modulation,1,10.1107/S0108767394003648,"conjugated with: is, postfix: into"
modulation of individual atoms,introduction of overall modulation,is taken into,The modulation of individual atoms is taken into account by the introduction of overall modulation amplitudes,6,1,1,30,6,take,28,"{'demand', 'guide', 'need', 'convey', 'involve', 'take', 'postulate', 'require', 'ask', 'conduct', 'adopt', 'direct', 'assume', 'necessitate', 'occupy', 'lead', 'read', 'acquire', 'bring'}",is:0:taken into,individual:0:atom:1:modulation,overall:0:modulation:1:introduction,2,10.1107/S0108767394003648,"conjugated with: is, postfix: into"
accuracy of this expression,model structures,is illustrated by,The accuracy of this expression for the average Xray diffraction intensity is illustrated by comparison with model structures,5,2,1,78,11,illustrate,5,"{'illustrate', 'instance', 'exemplify'}",is:0:illustrated by,expression:0:accuracy,model:0:structure,1,10.1107/S0108767394003648,"conjugated with: is, postfix: by"
accuracy of this expression,comparison with model structures,is illustrated by,The accuracy of this expression for the average Xray diffraction intensity is illustrated by comparison with model structures,5,2,1,62,9,illustrate,5,"{'illustrate', 'instance', 'exemplify'}",is:0:illustrated by,expression:0:accuracy,model:0:structure:1:comparison,2,10.1107/S0108767394003648,"conjugated with: is, postfix: by"
structure factors,phase problem,be used in,A definition is presented for normalized structure factors of crystals with an incommensurate onedimensional modulation that can be used in directmethods procedures for solving the phase problem in Xray crystallography,10,4,7,123,17,use,319,"{'utilise', 'use', 'habituate', 'apply', 'employ', 'practice', 'expend', 'utilize'}",be:0:used in,structure:0:factor,phase:0:problem,1,10.1107/S0108767394003648,"conjugated with: be, postfix: in"
normalized structure factors,phase problem,be used in,A definition is presented for normalized structure factors of crystals with an incommensurate onedimensional modulation that can be used in directmethods procedures for solving the phase problem in Xray crystallography,10,1,7,123,17,use,319,"{'utilise', 'use', 'habituate', 'apply', 'employ', 'practice', 'expend', 'utilize'}",be:0:used in,normalize:1:structure:0:factor,phase:0:problem,2,10.1107/S0108767394003648,"conjugated with: be, postfix: in"
normalized structure factors of crystals,phase problem,be used in,A definition is presented for normalized structure factors of crystals with an incommensurate onedimensional modulation that can be used in directmethods procedures for solving the phase problem in Xray crystallography,10,1,7,111,15,use,319,"{'utilise', 'use', 'habituate', 'apply', 'employ', 'practice', 'expend', 'utilize'}",be:0:used in,crystal:2:normalize:1:structure:0:factor,phase:0:problem,3,10.1107/S0108767394003648,"conjugated with: be, postfix: in"
fitting procedure,scale factor,is described,A numerical fitting procedure is described that can extract a scale factor an overall temperature parameter and overall modulation amplitudes from experimental reflection intensities,18,3,4,33,6,describe,36,"{'report', 'name', 'draw', 'depict', 'key', 'identify', 'trace', 'line', 'distinguish', 'delineate', 'account', 'discover', 'describe'}",is:0:described,fit:0:procedure,scale:0:factor,1,10.1107/S0108767394005040,conjugated with: is
fitting procedure,scale factor,extract,A numerical fitting procedure is described that can extract a scale factor an overall temperature parameter and overall modulation amplitudes from experimental reflection intensities,4,3,4,33,6,extract,20,"{'elicit', 'express', 'evoke', 'distil', 'excerpt', 'educe', 'extract', 'distill'}",extract,fit:0:procedure,scale:0:factor,1,10.1107/S0108767394005040,
numerical fitting procedure,scale factor,is described,A numerical fitting procedure is described that can extract a scale factor an overall temperature parameter and overall modulation amplitudes from experimental reflection intensities,18,4,4,33,6,describe,36,"{'report', 'name', 'draw', 'depict', 'key', 'identify', 'trace', 'line', 'distinguish', 'delineate', 'account', 'discover', 'describe'}",is:0:described,numerical:1:fit:0:procedure,scale:0:factor,2,10.1107/S0108767394005040,conjugated with: is
numerical fitting procedure,scale factor,extract,A numerical fitting procedure is described that can extract a scale factor an overall temperature parameter and overall modulation amplitudes from experimental reflection intensities,4,4,4,33,6,extract,20,"{'elicit', 'express', 'evoke', 'distil', 'excerpt', 'educe', 'extract', 'distill'}",extract,numerical:1:fit:0:procedure,scale:0:factor,2,10.1107/S0108767394005040,
