subject,object,predicate,sentence,pred freq,sub freq,obj freq,char dist,word dist,root,root freq,synonyms,pred term,sub term,obj term,level,doc ID
systematic differences among data sets,likely figure of merit of phasing,estimates,The phenixscaleandmerge tool scales unmerged SAD data from one or more crystals using local scaling and optimizes the anomalous signal by identifying the systematic differences among data sets and the phenixanomaloussignal tool estimates the useful anomalous correlation and anomalous signal after collecting SAD data and estimates the probability that the data set can be solved and the likely figure of merit of phasing,4,3,3,196,29,estimate,7,"{'figure', 'forecast', 'calculate', 'judge', 'estimate', 'guess', 'approximate', 'gauge', 'reckon'}",estimates,datum:0:set:1:systematic:0:difference,phase:0:merit:1:likely:0:figure,2,10.1107/S2059798315019403
femtosecond crystallography,polycrystalline samples,collecting,Serial femtosecond crystallography SFX is capable of collecting threedimensional singlecrystal diffraction data using polycrystalline samples,4,2,4,84,10,collect,34,"{'amass', 'garner', 'compile', 'accumulate', 'collect', 'gather', 'hoard'}",collecting,femtosecond:0:crystallography,polycrystalline:0:sample,1,10.1107/S2052252515002146
femtosecond crystallography,polycrystalline samples,using,Serial femtosecond crystallography SFX is capable of collecting threedimensional singlecrystal diffraction data using polycrystalline samples,217,2,4,84,10,use,321,"{'utilise', 'use', 'apply', 'employ', 'habituate', 'utilize', 'practice', 'expend'}",using,femtosecond:0:crystallography,polycrystalline:0:sample,1,10.1107/S2052252515002146
Serial femtosecond crystallography,polycrystalline samples,collecting,Serial femtosecond crystallography SFX is capable of collecting threedimensional singlecrystal diffraction data using polycrystalline samples,4,2,4,84,10,collect,34,"{'amass', 'garner', 'compile', 'accumulate', 'collect', 'gather', 'hoard'}",collecting,serial:1:femtosecond:0:crystallography,polycrystalline:0:sample,2,10.1107/S2052252515002146
Serial femtosecond crystallography,polycrystalline samples,using,Serial femtosecond crystallography SFX is capable of collecting threedimensional singlecrystal diffraction data using polycrystalline samples,217,2,4,84,10,use,321,"{'utilise', 'use', 'apply', 'employ', 'habituate', 'utilize', 'practice', 'expend'}",using,serial:1:femtosecond:0:crystallography,polycrystalline:0:sample,2,10.1107/S2052252515002146
grain sizes,program suite,using,The test sample is a mixture of two zeolites with crystal grain sizes from 100 to 300 emsp14 nm Xray diffraction snapshots by SFX were simulated and processed using the program suite CrystFEL,217,1,1,100,17,use,321,"{'utilise', 'use', 'apply', 'employ', 'habituate', 'utilize', 'practice', 'expend'}",using,grain:0:size,program:0:suite,1,10.1107/S2052252515002146
crystal grain sizes,program suite CrystFEL,using,The test sample is a mixture of two zeolites with crystal grain sizes from 100 to 300 emsp14 nm Xray diffraction snapshots by SFX were simulated and processed using the program suite CrystFEL,217,1,2,100,17,use,321,"{'utilise', 'use', 'apply', 'employ', 'habituate', 'utilize', 'practice', 'expend'}",using,crystal:1:grain:0:size,program:0:suite:1:crystfel,2,10.1107/S2052252515002146
mixture of two zeolites with crystal grain sizes,program suite CrystFEL,using,The test sample is a mixture of two zeolites with crystal grain sizes from 100 to 300 emsp14 nm Xray diffraction snapshots by SFX were simulated and processed using the program suite CrystFEL,217,1,2,100,17,use,321,"{'utilise', 'use', 'apply', 'employ', 'habituate', 'utilize', 'practice', 'expend'}",using,crystal:1:grain:0:size:2:zeolite:0:mixture,program:0:suite:1:crystfel,3,10.1107/S2052252515002146
individual snapshots,whole set of snapshots,separate,Identification according to the primitive unitcell volume determined from individual snapshots was able to separate the whole set of snapshots into two subsets which correspond to the two zeolites in the sample,2,1,1,26,5,separate,2,"{'classify', 'secern', 'distinguish', 'assort', 'disunite', 'class', 'sort', 'divide', 'dissever', 'separate', 'differentiate', 'part', 'split', 'tell', 'break'}",separate,individual:0:snapshot,snapshot:0:set,1,10.1107/S2052252515002146
experiments on solutions,scattering curves,provide,experiments on solutions provide rapidly decaying scattering curves often with a poor signaltonoise ratio especially at higher angles,19,2,3,26,3,provide,64,"{'render', 'leave', 'allow', 'cater', 'provide', 'supply', 'ply', 'furnish'}",provide,solution:0:experiment,scatter:0:curve,1,10.1107/S2052252515005163
experiments on solutions,rapidly decaying scattering curves,provide,experiments on solutions provide rapidly decaying scattering curves often with a poor signaltonoise ratio especially at higher angles,19,2,1,9,1,provide,64,"{'render', 'leave', 'allow', 'cater', 'provide', 'supply', 'ply', 'furnish'}",provide,solution:0:experiment,rapidly:0:decay:1:scatter:0:curve,2,10.1107/S2052252515005163
modern instruments,angular increment,compensated for,On modern instruments the noise is partially compensated for by oversampling thanks to the fact that the angular increment in the data is small compared with that needed to describe adequately the local behaviour and features of the scattering curve,2,2,1,84,14,compensate,2,"{'remunerate', 'repair', 'right', 'compensate', 'pay', 'overcompensate', 'recompense', 'counterbalance', 'correct', 'indemnify', 'redress'}",compensated for,modern:0:instrument,angular:0:increment,1,10.1107/S2052252515005163
modern instruments,angular increment in the data,compensated for,On modern instruments the noise is partially compensated for by oversampling thanks to the fact that the angular increment in the data is small compared with that needed to describe adequately the local behaviour and features of the scattering curve,2,2,1,84,14,compensate,2,"{'remunerate', 'repair', 'right', 'compensate', 'pay', 'overcompensate', 'recompense', 'counterbalance', 'correct', 'indemnify', 'redress'}",compensated for,modern:0:instrument,datum:1:angular:0:increment,2,10.1107/S2052252515005163
important question,useful information,contains,Given a noisy experimental data set an important question arises as to which part of the data still contains useful information and should be taken into account for the interpretation and model building,108,1,1,52,10,contain,134,"{'contain', 'stop', 'bear', 'arrest', 'control', 'curb', 'comprise', 'incorporate', 'check', 'moderate', 'hold', 'carry'}",contains,important:0:question,useful:0:information,1,10.1107/S2052252515005163
useful information,interpretation and model,be taken into,Given a noisy experimental data set an important question arises as to which part of the data still contains useful information and should be taken into account for the interpretation and model building,6,2,1,42,8,take,28,"{'need', 'conduct', 'acquire', 'involve', 'lead', 'guide', 'adopt', 'postulate', 'necessitate', 'occupy', 'demand', 'read', 'take', 'bring', 'ask', 'direct', 'convey', 'require', 'assume'}",be:0:taken into,useful:0:information,model:0:interpretation,1,10.1107/S2052252515005163
useful information,interpretation and model building,be taken into,Given a noisy experimental data set an important question arises as to which part of the data still contains useful information and should be taken into account for the interpretation and model building,6,2,1,42,8,take,28,"{'need', 'conduct', 'acquire', 'involve', 'lead', 'guide', 'adopt', 'postulate', 'necessitate', 'occupy', 'demand', 'read', 'take', 'bring', 'ask', 'direct', 'convey', 'require', 'assume'}",be:0:taken into,useful:0:information,model:0:interpretation:1:build,2,10.1107/S2052252515005163
data range,Shannon channels,is defined by,Here it is demonstrated that for monodisperse systems the useful experimental data range is defined by the number of meaningful Shannon channels that can be determined from the data set,8,1,1,40,7,define,19,"{'define', 'delimitate', 'specify', 'delineate', 'delimit'}",is:0:defined by,datum:0:range,shannon:0:channel,1,10.1107/S2052252515005163
experimental data range,meaningful Shannon channels,is defined by,Here it is demonstrated that for monodisperse systems the useful experimental data range is defined by the number of meaningful Shannon channels that can be determined from the data set,8,1,1,29,6,define,19,"{'define', 'delimitate', 'specify', 'delineate', 'delimit'}",is:0:defined by,experimental:1:datum:0:range,meaningful:1:shannon:0:channel,2,10.1107/S2052252515005163
useful experimental data range,meaningful Shannon channels that can be determined from the data set,is defined by,Here it is demonstrated that for monodisperse systems the useful experimental data range is defined by the number of meaningful Shannon channels that can be determined from the data set,8,1,1,29,6,define,19,"{'define', 'delimitate', 'specify', 'delineate', 'delimit'}",is:0:defined by,useful:2:experimental:1:datum:0:range,datum:0:set:1:determine:2:meaningful:1:shannon:0:channel,3,10.1107/S2052252515005163
An algorithm to determine this number,simulated data sets,is developed,An algorithm to determine this number and thus the data range is developed and it is tested on a number of simulated data sets with various noise levels and with different degrees of oversampling corresponding to typical SAXSSANS experiments,9,2,1,70,15,develop,39,"{'originate', 'arise', 'acquire', 'rise', 'educate', 'explicate', 'evolve', 'prepare', 'grow', 'develop', 'produce', 'germinate', 'formulate', 'train', 'uprise'}",is:0:developed,numb:0:determine:1:algorithm,simulate:1:datum:0:set,2,10.1107/S2052252515005163
An algorithm to determine this number,simulated data sets with various noise levels,is developed,An algorithm to determine this number and thus the data range is developed and it is tested on a number of simulated data sets with various noise levels and with different degrees of oversampling corresponding to typical SAXSSANS experiments,9,2,1,70,15,develop,39,"{'originate', 'arise', 'acquire', 'rise', 'educate', 'explicate', 'evolve', 'prepare', 'grow', 'develop', 'produce', 'germinate', 'formulate', 'train', 'uprise'}",is:0:developed,numb:0:determine:1:algorithm,noise:0:level:2:simulate:1:datum:0:set,3,10.1107/S2052252515005163
protein crystals,crystallization conditions,were obtained after,Well diffracting protein crystals were obtained after optimization of the crystallization conditions using the hangingdrop vapourdiffusion method with a reservoir solution consisting of 019 emsp14 M Tris ndash HCl pH 80 32 PEG 400 at 293 emsp14 K Xray diffraction data were collected to 149 emsp14  Aring  resolution using an inhouse Xray source,1,4,1,41,6,obtain,84,"{'prevail', 'obtain', 'get', 'incur', 'receive'}",were:0:obtained after,protein:0:crystal,crystallization:0:condition,1,10.1107/S2053230X1501818X
crystallization conditions,reservoir solution,using,Well diffracting protein crystals were obtained after optimization of the crystallization conditions using the hangingdrop vapourdiffusion method with a reservoir solution consisting of 019 emsp14 M Tris ndash HCl pH 80 32 PEG 400 at 293 emsp14 K Xray diffraction data were collected to 149 emsp14  Aring  resolution using an inhouse Xray source,217,2,2,53,7,use,321,"{'utilise', 'use', 'apply', 'employ', 'habituate', 'utilize', 'practice', 'expend'}",using,crystallization:0:condition,reservoir:0:solution,1,10.1107/S2053230X1501818X
crystallization conditions,reservoir solution,using,Well diffracting protein crystals were obtained after optimization of the crystallization conditions using the hangingdrop vapourdiffusion method with a reservoir solution consisting of 019 emsp14 M Tris ndash HCl pH 80 32 PEG 400 at 293 emsp14 K Xray diffraction data were collected to 149 emsp14  Aring  resolution using an inhouse Xray source,217,2,2,53,7,use,321,"{'utilise', 'use', 'apply', 'employ', 'habituate', 'utilize', 'practice', 'expend'}",using,crystallization:0:condition,reservoir:0:solution,1,10.1107/S2053230X1501818X
