"L domain and K domain" "joined" "linker region" .
"Interest in the nucleocapsid protein" "has increased" "recent identification" .
"pi  ndash  pi  " "stacking between" "neighboring complex cations" .
"Porod behaviour" "indicating" "colloidal clusters" .
"O atom" "are situated on" "rotation axis" .
"Docking studies" "suggest" "second calcium and residues Lys62 and Asp66 from the surface loop" .
"Photoluminescent investigations" "displays" "strong emission" .
"packing of the molecules in the lattice" "is directed by" "O mdash H" .
"polygalacturonase A" "using" "vapor diffusion" .
"large grains" "assume" "particular orientation" .
"M Tris ndash" "were collected to" "emsp14  Aring  resolution" .
"NiII atom" "defined by" "N atoms" .
"pi  interactions" "join" "adjacent chains" .
"crystal packing" "is characterized by" "mdash H" .
"separate steps" "are described" "reference to the program" .
"molecular replacement" "using" "search model" .
"title compound" "crystallizes with" "A and B" .
"hydroxy groups" "are orientated towards" "O atom of the keto group" .
"Structural characterization" "provide" "novel insight" .
"macromolecular crystals" "defined for" "sample changers" .
"pyrimidine ring" "coordinate to" "zinc ion" .
"drawings and baked clay models created by the mineralogist" "has revealed" "number of intriguing forms with pentagonal symmetries" .
"plot method" "are described" "B factor" .
"ndash detergent" "adding" "uncontrolled signal" .
"polydisperse systems" "be evaluated under" "all particles have the same shape" .
"tetramerization domain" "has been" "molecular replacement" .
"aromatic ring of catechol" "adding" "O atoms" .
"molecular electron density" "using" "topological methods" .
"Adjacent mononuclear units" "linked via" "O mdash H" .
"two methyl groups in each independent isopropyl group" "are oriented on" "anthracene plane" .
"title compound" "is composed of" "pyrazole ring" .
"Almost all atoms" "lie on" "mirror planes" .
"TDS correction of Bragg reflexions" "integrating" "TDS interference function" .
"molecular mechanisim of this pathway" "have carried" "IMPACT system" .
"sample support" "are used to" "formation of ice" .
"hydrogenation properties" "look for" "new materials" .
"detailed investigation of the crystal packing and intermolecular interactions" "is presented by" "means of Hirshfeld surface analysis" .
"difference in the packing" "are arranged to" "screw axis" .
"respect to certain features" "allow" "orientation distribution over a large range" .
"uniqueness of the model" "revisited by" "SAXS simulations" .
"hazelnut kernels" "using" "highly purified state" .
"crystal structure" "are linked by" "intermolecular O mdash H" .
"inversion center" "has" "distorted octahedral coordination geometry" .
"statistical error" "be computed" "inverted matrix" .
"science students" "increasing" "quality and variety of the national scientific research" .
"title compound" "features" "octahedral Hg atom" .
"biophysical techniques such as ITC and SPR" "quantify" "binding parameters" .
"sample and detector" "does" "free parameters" .
"molecular packing" "is influenced by" "intermolecular O mdash H" .
"form I" "diffracted to" "emsp14  Aring  resolution" .
"Recent applications" "extended to" "joint probability density functions" .
"centrosymmetric molecules" "bridge" "Cu atoms" .
"Numerical results for some molecules" "showed" "obtained components of TLS" .
"K absorption edge" "using" "synchrotron radiation" .
"complex and unliganded enzyme crystal structures" "shows" "small but distinct differences" .
"simple mathematical algorithm" "generate" "whose Fourier amplitudes" .
"deformation process" "causes" "domain size" .
"crystal structure" "exhibits" "weak C mdash" .
"crystallographic mirror plane" "are bound in" "N mdash H" .
"resulting bPAP construct" "yielded" "ndash RNA complex" .
"O hydrogen bonds" "consolidate" "crystal structure" .
"nonspecific manner" "stabilize" "bent DNA" .
"contributions of disordered solvent molecules" "were removed from" "diffraction data with SQUEEZE in PLATON" .
"S hydrogen" "form" "centrosymmetric dimers" .
"N hydrogen bonds" "connect" "zigzag chain propagating" .
"K domain" "joined" "linker region" .
"phosphide pentanickel tetraphosphide" "has" "improved reliability factors" .
"simultaneous reflections" "used in" "crystal structure" .
"hydrogen bonds" "stabilize" "molecular packing" .
"perchlorate anion and water molecule" "disordered around" "twofold axis" .
"Many Brazilian laboratories" "possess" "investigations along with the police" .
"process of oxidative folding" "containing" "wide repertoire of Dsb proteins" .
"PdII atom" "is manifested as" "bond angles" .
"parameters of the model" "be relaxed to" "model and experiment" .
"Sn and tetrahedral P centers" "joined by" "doubly bridging O atoms" .
"main interests in the molecular biosciences" "is in" "structure ndash function" .
"recent decades" "has been" "substantial interest" .
"software methods implemented in the program" "including including" "optimal indexing and retention of data from multiple lattices" .
"present system" "allows" "sample orientation" .
"anions and cations" "are linked by" "N mdash H" .
"carbonyl group" "is in" "C mdash" .
"science students" "increasing" "quality and variety" .
"Human immunodeficiency" "has" "antiviral functions" .
"anions and cations" "interact through" "C mdash H" .
"different scattering systems" "found by" "character and amount of distortion" .
"diastereomeric pairs" "reinforcing" "high degree of diastereoselectivity" .
"title molecule" "exists in" "solid state" .
"application of the camera" "is illustrated by" "diffraction pattern" .
"central binding pocket" "filled with" "affinity tag" .
"flexible  beta" "exhibiting" "remarkable role" .
"asymmetric unit" "contains" "water molecules" .
"vapour diffusion" "using" "ammonium sulfate" .
"molecular replacement using 1odt as a model" "failed" "search of the PDB" .
"Simulated annealing" "solve" "minimization problem" .
"L absorption edges" "be of" "protein diffraction patterns" .
"aluminium barium lanthanum ruthenium strontium" "has been" "neutron powder diffraction" .
"intermolecular hydrogen bonds" "stabilize" "crystal structure" .
"hydrogen bonds" "result in" "network structure" .
"asymmetric unit of the title compound" "contains" "inversion centre" .
"silica frameworks" "are constrained by" "approximate requirement" .
"Cu atom" "has" "coordination geometry" .
"title compound" "be considered as" "two singly bonded amide and ester functionalities" .
"asymmetric unit" "consists of" "application of a centre of symmetry" .
"planar phenyl ring" "exhibits" "typical deformation of the endo angles" .
"title compound" "contains" "complex molecules" .
"Anharmonic effects" "are taken into" "temperature dependence" .
"syntheses of DNA" "act as" "certain biological reactions" .
"title compound" "redetermined to" "space group" .
"performance of this method" "using" "human expert" .
"in the crystal and in solution" "has been" "protein structure" .
"cell parameters of the data collected" "revealed" "coli inorganic pyrophosphatase" .
"title compound" "comprises" "planar molecule" .
"mean orientation from a cloud of orientations" "measuring" "individual orientations" .
"Serial femtosecond crystallography" "using" "polycrystalline samples" .
"germanium dioxide and catechol in refluxing H2O" "followed by" "crude product" .
"heterocyclic ring" "shows" "tetrahedral coordination" .
"ESRF undulator" "is dedicated to" "macromolecular crystallography" .
"vapor diffusion" "applied" "magnesium acetate" .
"ZnII ion" "surrounded by" "water O" .
"octahedral coordination" "made up" "water molecules" .
"crystal packing" "shows" "one trimer in the asymmetric unit" .
"Detailed measurements" "made of" "reflected and transmitted intensities for scattering of" .
"crystal structure of famotidine form B" "solved" "powder diffraction data" .
"atomic modulation functions" "are given by" "truncated Fourier series" .
"two pyrrole NH groups" "are involved in" "N mdash H" .
"dimerization interface" "is identified" "SPOP oligomers" .
"synchrotron radiation data" "gives" "average error of 5 deg" .
"Detailed measurements" "have been" "reflected and transmitted intensities" .
"piperazine ring" "adopts" "a chair conformation and the F atoms of the trifluoromethyl groups" .
"Single crystals" "have been" "recombinant protein" .
"crystallographic structure" "cooling to" "room temperature" .
"patterns with an exposure time of 120 emsp14 ps" "obtained from" "single crystals of an indole alkaloid" .
"N hydrogen bonds" "link" "centrosymmetric dimers" .
"different wavelengths" "applied in" "bone tissue changes" .
"O atom" "forming" "tetrahedral configuration" .
"SAICAR synthase family" "are involved in" "de novo purine biosynthesis" .
"octahedral environment" "is surrounded by" "seven O atoms" .
"promising alternative fuel for transportation" "find" "compact way" .
"recent times" "study" "chemical species present in 2D and 3D" .
"linear electron accelerator" "provides" "total reflection" .
"crystals onboard the ISS" "followed" "parallel trajectories" .
"mesoporous silica matrices" "used to" "unique and fascinating properties" .
"physically reasonable shifts" "do" "experimental and theoretical scattering indicatrices" .
"supramolecular aggregation" "is completed by" "mdash H" .
"data acquisition rate" "obtain" "time periods" .
"initiation of protein synthesis" "reduces" "unfolded proteins entering the ER" .
"lanthanum ruthenium" "solved" "neutron powder" .
"EAV virion" "consists of" "nucleocapsid core" .
"inversion center" "adopts" "trans conformation" .
"Significant twisting" "formed between" "outer rings" .
"small number" "provides" "convenient way" .
"Qualitative analysis" "is performed by" "principal component analysis or correlation analysis" .
"metal sites" "is occupied by" "statistically disordered Nb and Cr atoms" .
